station_name,date,value,quality
Pipe Green,2024-04-22T07:11:00,81.86,Good
West Cowick,2024-04-22T08:19:00,5.671,Good
Black Hall Farm,2024-04-22T10:22:00,106.36,Good
Hornsea,2024-04-22T12:12:00,16.86,Good
Sherburn Quarry 3,2024-04-23T10:44:00,17.418,Good
Ingleby,2024-04-24T07:02:00,45.87,Good
Mayhouse Farm,2024-04-24T07:22:00,36.5,Unchecked
Pipstile Farm Uphampton,2024-04-24T08:49:00,63.95,Unchecked
Amotherby,2024-04-24T10:26:00,19.17,Good
Woore,2024-04-25T08:58:00,136.375,Good
Myddlewood,2024-04-25T09:10:00,61.41,Good
Blowing Stone Cottage,2024-04-26T06:41:00,118.25,Good
Winchester Guildhall,2024-04-29T10:34:00,33.65,Good
Kemps Drift,2024-04-30T09:15:00,11.55,Good
Rats Pen Lane Chalk,2024-05-01T04:44:00,8.12,Good
Pickworth,2024-05-01T10:39:00,29.15,Good
North Stoke,2024-05-01T12:14:00,6.198,Good
Wested Farm,2024-05-02T08:29:00,44.66,Good
Walcot,2024-05-02T10:41:00,16.54,Good
Royalty Farm,2024-05-02T10:53:00,45.73,Good
Mill Road,2024-05-02T12:41:00,18.95,Good
Lynstead,2024-05-03T06:16:00,20.143,Good
Old Mill Farm T,2024-05-03T08:16:00,12.82,Good
Old Mill Farm B,2024-05-03T08:18:00,13.107,Good
Tollgate,2024-05-03T09:25:00,11.76,Good
Sutton Top Field Spinney,2024-05-03T11:38:00,17.69,Good
Sutton Heath Road,2024-05-03T11:41:00,19.09,Good
Hyde Cottages Risby,2024-05-03T13:30:00,30.95,Good
East Leake,2024-05-07T08:28:00,28.71,Good
Grange Farm West Wratting,2024-05-07T09:14:00,67.22,Good
Main Road Croxton,2024-05-07T11:03:00,15.54,Good
Thames Head,2024-05-08T09:46:00,100.33,Good
Blowing Stone Cottage,2024-05-13T07:30:00,116.52,Good
Spoondell,2024-05-15T08:53:00,133.89,Good
Itteringham 2,2024-05-15T10:07:00,31.21,Good
Amotherby,2024-05-16T10:03:00,18.6,Good
Wrelton Paddock,2024-05-16T12:43:00,32.15,Good
Bowbridge,2024-05-16T13:09:00,83.14,Good
Ponyfield,2024-05-17T07:25:00,-2.35,Good
Trowley Bottom Farm,2024-05-17T07:40:00,109.93,Good
Old Hall,2024-05-17T09:19:00,39.1,Good
West Cowick,2024-05-20T08:36:00,5.431,Good
Upavon Deep,2024-05-20T10:06:00,91.09,Good
Upavaon Shallow,2024-05-20T10:06:00,90.56,Good
Plucks Gutter,2024-05-21T07:34:00,1.38,Good
Frome,2024-05-21T08:48:00,55.13,Good
Lydeards Hill,2024-05-21T09:23:00,324.28,Good
Hornsea,2024-05-22T11:55:00,16.42,Good
Black Hall Farm,2024-05-23T09:11:00,106.12,Unchecked
Black Hall Farm,2024-05-23T10:11:00,106.12,Good
Ingleby,2024-05-23T10:37:00,45.89,Good
Pipe Green,2024-05-24T09:20:00,81.73,Unchecked
Sherburn Quarry 3,2024-05-24T09:51:00,17.233,Good
Pipe Green,2024-05-24T10:20:00,81.73,Good
Slough Farm,2024-05-24T11:55:00,3.39,Good
Hungerdowns Farm,2024-05-24T12:17:00,34.32,Good
Royalty Farm,2024-05-28T08:53:00,45.56,Good
Myddlewood,2024-05-29T09:15:00,61.44,Unchecked
Myddlewood,2024-05-29T10:15:00,61.44,Unchecked
Whitworth Hall,2024-05-29T11:23:00,55.96,Good
Mayhouse Farm,2024-05-30T09:11:00,36.21,Unchecked
Mayhouse Farm,2024-05-30T10:11:00,36.21,Good
Kemps Drift,2024-05-31T09:21:00,11.53,Good
Pipstile Farm Uphampton,2024-05-31T12:00:00,64.4,Unchecked
Pipstile Farm Uphampton,2024-05-31T13:00:00,64.4,Good
Winchester Guildhall,2024-05-31T13:08:00,33.56,Good
Old Mill Farm T,2024-06-03T09:07:00,13.03,Good
Old Mill Farm B,2024-06-03T09:09:00,13.007,Good
Wested Farm,2024-06-03T10:07:00,44.1,Good
Grange Farm West Wratting,2024-06-03T11:42:00,67.08,Good
North Plantation,2024-06-03T12:38:00,65.75,Good
Jackaments Bottom,2024-06-04T14:00:00,100.136,Good
Rats Pen Lane Chalk,2024-06-05T05:55:00,7.99,Good
Spoondell,2024-06-05T10:23:00,133.87,Good
Aughton Cliffs Farm,2024-06-05T10:39:00,17.96,Good
Aughton Cliffs Farm,2024-06-05T11:39:00,17.96,Good
Hursley,2024-06-05T13:00:00,42.43,Good
Tollgate,2024-06-06T12:07:00,12.06,Good
Trowley Bottom Farm,2024-06-06T12:58:00,109.83,Good
Lynstead,2024-06-07T11:48:00,20.273,Good
Ponyfield,2024-06-10T07:21:00,-2.36,Good
Sutton Top Field Spinney,2024-06-10T09:34:00,18.91,Good
Sutton Heath Road,2024-06-10T09:34:00,20.73,Good
Main Road Croxton,2024-06-10T13:12:00,14.65,Good
Plucks Gutter,2024-06-11T09:12:00,1.28,Good
Isleham Fen,2024-06-11T11:21:00,-3.17,Good
Pickworth,2024-06-12T09:18:00,27.54,Good
Walcot,2024-06-13T11:26:00,16.03,Good
Croxton Heath,2024-06-13T11:57:00,31.45,Good
Mill Road,2024-06-13T12:40:00,18.86,Good
North Stoke,2024-06-13T14:17:00,4.638,Good
Hungerdowns Farm,2024-06-18T10:05:00,34.13,Good
Slough Farm,2024-06-18T10:32:00,3.45,Good
Amotherby,2024-06-19T09:25:00,17.62,Good
Itteringham 2,2024-06-19T11:26:00,31.27,Good
West Cowick,2024-06-20T09:29:00,5.011,Good
Wrelton Paddock,2024-06-20T10:00:00,30.65,Good
Hornsea,2024-06-20T11:40:00,15.99,Good
Ingleby,2024-06-21T08:53:00,45.9,Good
Winchester Guildhall,2024-06-21T12:23:00,33.4,Good
Pipe Green,2024-06-24T06:02:00,81.76,Unchecked
Blowing Stone Cottage,2024-06-24T07:54:00,114.23,Good
Woore,2024-06-24T09:42:00,136.505,Good
Old Hall,2024-06-24T09:46:00,39.42,Good
Lydeards Hill,2024-06-24T10:06:00,321.92,Good
Sherburn Quarry 3,2024-06-24T10:32:00,17.158,Good
Berwick Bassett,2024-06-24T11:23:00,159.519,Good
Frome,2024-06-24T11:58:00,55.29,Good
Beenham,2024-06-25T11:27:00,52.865,Good
Thames Head,2024-06-26T09:11:00,99.45,Good
East Leake,2024-06-26T11:45:00,28.71,Good
Cundall Sandstone,2024-06-26T12:45:00,16.655,Good
Upavon Deep,2024-06-26T14:06:00,90.67,Good
Upavaon Shallow,2024-06-26T14:08:00,90.34,Good
Myddlewood,2024-06-27T09:35:00,61.51,Unchecked
Myddlewood,2024-06-27T10:35:00,61.51,Unchecked
Kemps Drift,2024-06-27T11:00:00,11.53,Good
Wood Mill Farm,2024-06-27T12:05:00,60.24,Unchecked
Wood Mill Farm,2024-06-27T12:15:00,63.45,Unchecked
Whitworth Hall,2024-06-28T09:36:00,55.68,Good
Ponyfield,2024-07-01T08:33:00,-2.12,Good
Grange Farm West Wratting,2024-07-01T09:11:00,66.72,Good
Lynstead,2024-07-02T08:38:00,20.153,Good
Mill Road,2024-07-02T11:48:00,18.76,Good
Plucks Gutter,2024-07-03T08:53:00,0.35,Good
Tollgate,2024-07-03T09:57:00,11.63,Good
Old Mill Farm T,2024-07-03T10:33:00,12.92,Good
Old Mill Farm B,2024-07-03T10:35:00,12.847,Good
Royalty Farm,2024-07-03T11:04:00,45.19,Good
Wested Farm,2024-07-03T12:28:00,43.41,Good
Sutton Heath Road,2024-07-04T10:11:00,18.99,Good
Sutton Top Field Spinney,2024-07-04T10:12:00,17.59,Good
North Stoke,2024-07-04T12:46:00,3.928,Good
Main Road Croxton,2024-07-05T12:03:00,14.13,Good
Sproxton,2024-07-08T09:11:00,44.522,Good
Rats Pen Lane Chalk,2024-07-09T06:42:00,7.84,Good
Trowley Bottom Farm,2024-07-09T09:21:00,109.46,Good
Pickworth,2024-07-09T09:33:00,24.86,Good
East Leake,2024-07-12T08:36:00,28.64,Good
Spoondell,2024-07-12T09:07:00,131.93,Good
North Plantation,2024-07-12T11:17:00,65.8,Good
Hyde Cottages Risby,2024-07-12T12:46:00,29.6,Good
Thames Head,2024-07-16T07:18:00,99.29,Good
Whitworth Hall,2024-07-16T09:53:00,55.58,Good
Walcot,2024-07-17T08:40:00,15.16,Good
Itteringham 2,2024-07-17T11:11:00,31.32,Good
Blowing Stone Cottage,2024-07-18T09:04:00,112.5,Good
Slough Farm,2024-07-18T11:39:00,3.46,Good
Hungerdowns Farm,2024-07-18T11:56:00,33.92,Good
Caldecote Farm,2024-07-18T12:22:00,7.37,Good
Cockley Cley Copse,2024-07-18T12:39:00,21.445,Good
Lydeards Hill,2024-07-18T13:58:00,320.56,Good
Pipe Green,2024-07-19T08:15:00,81.11,Unchecked
Ingleby,2024-07-19T08:47:00,45.9,Good
Amotherby,2024-07-19T12:16:00,17.12,Good
Black Hall Farm,2024-07-22T06:33:00,105.88,Good
West Cowick,2024-07-22T08:42:00,4.731,Good
Marlston Farm,2024-07-22T11:15:00,70.362,Good
Hornsea,2024-07-23T11:24:00,16.46,Good
Winchester Guildhall,2024-07-24T07:52:00,35.7,Good
Old Hall,2024-07-25T10:50:00,39.22,Good
Sherburn Quarry 3,2024-07-25T13:04:00,17.068,Good
Challenge Farm,2024-07-26T16:00:00,70.58,Good
Upavaon Shallow,2024-07-29T10:19:00,90.22,Good
Upavon Deep,2024-07-29T10:22:00,90.44,Good
Wrelton Paddock,2024-07-29T10:25:00,30.35,Good
Myddlewood,2024-07-29T10:30:00,61.4,Unchecked
Frome,2024-07-29T12:13:00,54.88,Good
Kemps Drift,2024-07-30T11:45:00,11.5,Good
Wested Farm,2024-08-02T09:21:00,42.88,Good
Grange Farm West Wratting,2024-08-02T10:01:00,66.41,Unchecked
Old Mill Farm T,2024-08-02T10:27:00,12.86,Good
Old Mill Farm B,2024-08-02T10:30:00,12.787,Good
Mill Road,2024-08-02T12:37:00,18.65,Unchecked
Ponyfield,2024-08-05T09:09:00,-2.15,Good
Spoondell,2024-08-05T09:18:00,131.09,Good
Lynstead,2024-08-06T07:02:00,19.813,Good
Walcot,2024-08-06T07:34:00,14.5,Good
East Leake,2024-08-06T08:28:00,28.68,Good
Trowley Bottom Farm,2024-08-07T09:46:00,109.07,Good
Thames Head,2024-08-08T09:41:00,98.8,Good
Bow Wow,2024-08-08T13:21:00,87.83,Good
Croxton Heath,2024-08-09T10:48:00,30.43,Unchecked
Main Road Croxton,2024-08-09T11:03:00,13.4,Unchecked
Rats Pen Lane Chalk,2024-08-12T11:42:00,7.72,Good
Tollgate,2024-08-12T12:39:00,11.16,Good
Hyde Cottages Risby,2024-08-12T13:10:00,28.56,Unchecked
Pickworth,2024-08-14T08:50:00,24.0,Good
Itteringham 2,2024-08-15T07:36:00,31.37,Good
Old Hall,2024-08-15T08:57:00,38.26,Good
Blowing Stone Cottage,2024-08-16T07:53:00,111.34,Good
Wood Mill Farm,2024-08-16T08:48:00,64.6,Unchecked
Wood Mill Farm,2024-08-16T09:05:00,59.4,Unchecked
Wrelton Paddock,2024-08-16T10:25:00,30.45,Good
Amotherby,2024-08-16T11:10:00,8.17,Good
Upavon Deep,2024-08-19T10:16:00,90.32,Good
Upavaon Shallow,2024-08-19T10:17:00,90.15,Good
Crudwell,2024-08-20T06:30:00,83.54,Good
Frome,2024-08-20T08:34:00,54.57,Good
Winchester Guildhall,2024-08-21T09:39:00,33.27,Good
Sherburn Quarry 3,2024-08-21T10:27:00,16.978,Good
Whitworth Hall,2024-08-21T11:58:00,55.32,Good
Jackaments Bottom,2024-08-22T10:00:00,97.631,Good
North Plantation,2024-08-22T13:43:00,65.93,Unchecked
Pipe Green,2024-08-23T05:58:00,81.4,Unchecked
West Cowick,2024-08-23T07:04:00,3.761,Good
Hungerdowns Farm,2024-08-23T09:15:00,33.66,Good
Kemps Drift,2024-08-23T09:20:00,11.52,Good
Ingleby,2024-08-23T09:25:00,45.91,Good
Myddlewood,2024-08-27T09:35:00,61.49,Unchecked
Myddlewood,2024-08-27T10:35:00,61.49,Unchecked
Slough Farm,2024-08-28T09:11:00,-1.62,Good
Black Hall Farm,2024-08-28T10:39:00,105.86,Unchecked
Hornsea,2024-08-28T11:27:00,15.4,Good
Mayhouse Farm,2024-08-29T11:36:00,34.35,Unchecked
Lydeards Hill,2024-08-29T11:49:00,319.71,Good
Grange Farm West Wratting,2024-09-02T09:00:00,65.89,Good
Old Mill Farm B,2024-09-03T07:19:00,12.657,Good
Old Mill Farm T,2024-09-03T07:21:00,12.76,Good
Tollgate,2024-09-03T08:09:00,10.79,Good
North Stoke,2024-09-03T08:09:00,3.008,Good
Trowley Bottom Farm,2024-09-03T12:00:00,108.72,Good
Hyde Cottages Risby,2024-09-03T12:16:00,28.49,Good
Main Road Croxton,2024-09-03T14:26:00,12.99,Good
Walcot,2024-09-04T08:15:00,14.13,Good
Ponyfield,2024-09-04T08:35:00,-2.08,Good
Fox Hall,2024-09-04T09:54:00,77.01,Unchecked
Fox Hall,2024-09-04T10:54:00,77.01,Unchecked
East Leake,2024-09-04T11:02:00,28.44,Good
Crudwell,2024-09-04T11:25:00,82.48,Good
Rats Pen Lane Chalk,2024-09-05T05:13:00,7.67,Good
Wested Farm,2024-09-06T07:30:00,42.93,Good
Mill Road,2024-09-06T12:47:00,18.49,Good
Plucks Gutter,2024-09-09T08:13:00,1.12,Good
Lynstead,2024-09-09T08:42:00,19.453,Good
Aughton Cliffs Farm,2024-09-09T09:42:00,17.7,Good
Croxton Heath,2024-09-09T09:46:00,29.37,Good
Spoondell,2024-09-09T09:54:00,129.44,Good
Thames Head,2024-09-12T13:55:00,98.56,Good
Pickworth,2024-09-13T08:59:00,23.46,Good
Hornsea,2024-09-17T11:43:00,14.97,Good
North Plantation,2024-09-17T13:47:00,65.68,Good
Upavon Deep,2024-09-18T10:28:00,90.29,Good
Upavaon Shallow,2024-09-18T10:30:00,90.12,Good
Frome,2024-09-18T12:22:00,54.8,Good
Hursley,2024-09-19T09:00:00,34.175,Good
Pipe Green,2024-09-20T06:19:00,81.52,Unchecked
Pipe Green,2024-09-20T07:19:00,81.52,Unchecked
Ingleby,2024-09-20T08:52:00,45.93,Good
Cundall Sandstone,2024-09-20T12:10:00,16.37,Good
Slough Farm,2024-09-23T09:24:00,-0.83,Good
Winchester Guildhall,2024-09-23T09:37:00,35.7,Good
Hungerdowns Farm,2024-09-23T09:51:00,33.46,Good
Kemps Drift,2024-09-23T10:30:00,11.67,Good
Myddlewood,2024-09-24T09:15:00,61.68,Unchecked
Myddlewood,2024-09-24T10:15:00,61.68,Unchecked
Sherburn Quarry 3,2024-09-24T10:19:00,16.948,Good
Itteringham 2,2024-09-24T10:24:00,30.32,Good
Wrelton Paddock,2024-09-25T07:23:00,30.05,Good
West Cowick,2024-09-25T07:54:00,3.311,Good
Amotherby,2024-09-25T08:36:00,-36.83,Good
Royalty Farm,2024-09-25T11:40:00,44.44,Good
Blowing Stone Cottage,2024-09-25T11:41:00,111.21,Good
Blackmore Farm,2024-09-26T09:16:00,97.8,Good
Blackmore Farm,2024-09-26T10:16:00,97.8,Good
Warnford Estate,2024-09-26T13:55:00,67.71,Good
Warnford Estate,2024-09-26T14:55:00,67.71,Good
Lydeards Hill,2024-09-26T17:39:00,321.65,Good
Old Hall,2024-09-27T09:14:00,38.49,Good
Whitworth Hall,2024-09-30T08:30:00,55.1,Good
Rats Pen Lane Chalk,2024-10-02T05:25:00,7.75,Good
Ponyfield,2024-10-02T07:45:00,-2.1,Good
Crudwell,2024-10-02T09:27:00,88.26,Good
Brislands Lane,2024-10-02T13:05:00,85.63,Good
Brislands Lane,2024-10-02T14:05:00,85.63,Good
Plucks Gutter,2024-10-04T08:16:00,0.92,Good
Shortheath Pond,2024-10-04T09:41:00,74.341,Good
Sutton Top Field Spinney,2024-10-04T10:22:00,17.71,Good
Sutton Heath Road,2024-10-04T10:22:00,17.76,Good
Grange Farm West Wratting,2024-10-04T10:26:00,65.7,Good
Hyde Cottages Risby,2024-10-04T13:20:00,27.32,Good
Wested Farm,2024-10-08T12:57:00,43.35,Good
Tollgate,2024-10-09T08:57:00,10.84,Good
North Plantation,2024-10-09T12:55:00,66.11,Good
Thames Head,2024-10-10T07:39:00,101.49,Good
Caldecote Farm,2024-10-10T09:47:00,7.24,Good
Cockley Cley Copse,2024-10-10T10:48:00,20.785,Good
Walcot,2024-10-11T07:35:00,16.5,Good
East Leake,2024-10-11T08:12:00,28.54,Good
Trowley Bottom Farm,2024-10-11T10:12:00,109.48,Good
Lynstead,2024-10-11T12:12:00,18.993,Good
Shawbury Park A,2024-10-14T09:15:00,59.86,Unchecked
Shawbury Park A,2024-10-14T10:15:00,59.86,Unchecked
Mill Road,2024-10-14T10:59:00,18.35,Good
Bowbridge,2024-10-14T13:04:00,83.05,Good
Slough Farm,2024-10-15T08:38:00,3.47,Good
Hungerdowns Farm,2024-10-15T08:55:00,33.37,Good
Whitworth Hall,2024-10-15T12:04:00,54.97,Good
Main Road Croxton,2024-10-15T12:36:00,12.54,Good
Willow Tree Farm,2024-10-15T14:57:00,72.1,Good
Old Mill Farm T,2024-10-16T08:18:00,13.0,Good
Old Mill Farm B,2024-10-16T08:19:00,12.957,Good
Sproxton,2024-10-16T09:21:00,44.382,Good
Blowing Stone Cottage,2024-10-16T11:06:00,115.15,Good
Upavaon Shallow,2024-10-16T12:38:00,90.94,Good
Upavon Deep,2024-10-16T12:39:00,91.47,Good
Wrelton Paddock,2024-10-17T10:58:00,29.55,Good
Willow Tree Farm,2024-10-17T11:19:00,72.125,Good
Croxton Heath,2024-10-17T11:30:00,28.59,Good
Ingleby,2024-10-18T07:40:00,45.91,Good
Pipe Green,2024-10-18T10:08:00,81.17,Unchecked
Willow Tree Farm,2024-10-18T10:30:00,72.128,Good
Itteringham 2,2024-10-18T11:20:00,31.24,Good
Hornsea,2024-10-18T12:21:00,16.78,Good
West Cowick,2024-10-21T08:20:00,4.791,Good
Amotherby,2024-10-21T12:24:00,17.04,Good
Jackaments Bottom,2024-10-21T16:23:00,103.947,Good
Black Hall Farm,2024-10-22T10:48:00,105.31,Unchecked
Winchester Guildhall,2024-10-23T07:59:00,33.56,Good
Spoondell,2024-10-24T06:51:00,133.89,Good
Pickworth,2024-10-24T09:55:00,27.14,Good
Old Hall,2024-10-24T10:18:00,39.03,Good
Frome,2024-10-25T08:38:00,56.49,Good
Sherburn Quarry 3,2024-10-25T11:18:00,17.133,Good
Lydeards Hill,2024-10-25T12:25:00,324.31,Good
North Stoke,2024-10-27T12:29:00,3.068,Good
Myddlewood,2024-10-28T09:50:00,61.53,Unchecked
Mayhouse Farm,2024-10-28T13:25:00,35.82,Unchecked
Kemps Drift,2024-10-30T10:30:00,11.49,Good
Wood Mill Farm,2024-10-30T12:19:00,60.3,Unchecked
Wood Mill Farm,2024-10-30T12:24:00,64.4,Unchecked
Water Acre,2024-10-31T13:50:00,137.733,Good
Wested Farm,2024-11-01T09:19:00,43.34,Good
Pickworth,2024-11-01T12:58:00,26.55,Good
Grange Farm West Wratting,2024-11-01T14:18:00,65.75,Good
Crudwell,2024-11-01T15:02:00,92.41,Good
Spoondell,2024-11-04T10:09:00,133.72,Good
Hyde Cottages Risby,2024-11-04T11:26:00,28.27,Good
Thames Head,2024-11-04T12:07:00,100.99,Good
Trowley Bottom Farm,2024-11-04T13:22:00,109.31,Good
North Plantation,2024-11-04T15:02:00,65.74,Good
Lynstead,2024-11-05T07:48:00,19.123,Good
Old Mill Farm B,2024-11-05T10:41:00,12.757,Good
Old Mill Farm T,2024-11-05T10:41:00,12.86,Good
Plucks Gutter,2024-11-05T14:06:00,0.96,Good
Ponyfield,2024-11-06T10:32:00,-1.67,Good
Tollgate,2024-11-06T11:12:00,10.72,Good
East Leake,2024-11-07T10:50:00,28.31,Good
Main Road Croxton,2024-11-07T11:11:00,12.72,Good
Rats Pen Lane Chalk,2024-11-08T06:21:00,7.71,Good
Walcot,2024-11-08T08:58:00,15.71,Good
Mill Road,2024-11-11T11:29:00,18.3,Good
Sutton Heath Road,2024-11-11T13:03:00,19.3,Good
Sutton Top Field Spinney,2024-11-11T13:04:00,16.45,Good
Croxton Heath,2024-11-12T09:52:00,28.39,Good
North Stoke,2024-11-12T13:37:00,5.368,Good
Bow Wow,2024-11-13T10:27:00,88.376,Good
Royalty Farm,2024-11-13T12:20:00,44.39,Good
Wrelton Paddock,2024-11-14T10:40:00,29.43,Good
Blowing Stone Cottage,2024-11-14T10:48:00,115.32,Good
Amotherby,2024-11-15T11:05:00,16.77,Good
Frome,2024-11-18T11:29:00,55.64,Good
Old Hall,2024-11-19T11:31:00,38.79,Good
Itteringham 2,2024-11-19T12:39:00,31.23,Good
Lydeards Hill,2024-11-20T09:10:00,324.11,Good
Upavon Deep,2024-11-20T11:16:00,91.27,Good
Upavaon Shallow,2024-11-20T11:18:00,90.74,Good
Winchester Guildhall,2024-11-20T13:03:00,33.46,Good
Hornsea,2024-11-21T10:57:00,16.12,Good
West Cowick,2024-11-22T09:36:00,4.211,Good
Whitworth Hall,2024-11-22T10:37:00,54.87,Good
Kemps Drift,2024-11-22T11:37:00,11.5,Good
Black Hall Farm,2024-11-25T10:20:00,105.88,Unchecked
Pipstile Farm Uphampton,2024-11-25T14:48:00,62.67,Unchecked
Ingleby,2024-11-26T09:41:00,45.92,Good
Mayhouse Farm,2024-11-26T12:57:00,37.12,Unchecked
Myddlewood,2024-11-27T10:00:00,61.64,Good
Sherburn Quarry 3,2024-11-27T11:25:00,17.128,Good
Hungerdowns Farm,2024-11-28T11:27:00,33.12,Good
Pipe Green,2024-11-29T12:30:00,80.53,Unchecked
Slough Farm,2024-11-29T14:25:00,3.54,Good
Ponyfield,2024-12-02T09:10:00,-1.61,Good
Spoondell,2024-12-02T11:02:00,132.91,Good
Hyde Cottages Risby,2024-12-02T11:18:00,28.12,Good
Sutton Top Field Spinney,2024-12-02T11:50:00,17.7,Good
Sutton Heath Road,2024-12-02T11:50:00,19.74,Good
Grange Farm West Wratting,2024-12-03T11:32:00,65.78,Good
Trowley Bottom Farm,2024-12-03T12:10:00,109.26,Good
Rats Pen Lane Chalk,2024-12-03T12:23:00,7.79,Good
Wested Farm,2024-12-03T14:33:00,43.41,Good
Mill Road,2024-12-04T08:21:00,18.3,Good
Old Mill Farm B,2024-12-04T09:07:00,12.977,Good
Old Mill Farm T,2024-12-04T09:09:00,13.04,Good
Tollgate,2024-12-04T10:17:00,10.63,Good
Plucks Gutter,2024-12-04T10:39:00,1.03,Good
North Stoke,2024-12-04T15:37:00,7.308,Good
Main Road Croxton,2024-12-06T10:52:00,12.53,Good
East Leake,2024-12-10T10:53:00,29.21,Good
Pickworth,2024-12-10T11:19:00,30.74,Good
Water Acre,2024-12-10T11:56:00,141.893,Good
Croxton Heath,2024-12-10T12:30:00,28.28,Good
Walcot,2024-12-10T13:57:00,16.71,Good
Isleham Fen,2024-12-10T14:48:00,-3.4,Good
Lynstead,2024-12-11T09:51:00,18.953,Good
Lydeards Hill,2024-12-16T09:16:00,326.24,Good
Wood Mill Farm,2024-12-16T09:23:00,63.6,Unchecked
Wood Mill Farm,2024-12-16T09:25:00,59.9,Unchecked
Frome,2024-12-16T11:19:00,56.48,Good
Amotherby,2024-12-16T11:38:00,22.12,Good
Ingleby,2024-12-16T12:07:00,45.93,Good
Upavaon Shallow,2024-12-16T12:13:00,90.92,Good
Slough Farm,2024-12-17T09:15:00,3.15,Good
Hungerdowns Farm,2024-12-17T09:36:00,33.02,Good
Beenham,2024-12-17T09:36:00,52.855,Good
Pipstile Farm Uphampton,2024-12-17T09:46:00,62.85,Unchecked
Hornsea,2024-12-17T11:09:00,17.6,Good
Wrelton Paddock,2024-12-17T11:29:00,32.05,Good
Cundall Sandstone,2024-12-17T12:58:00,16.725,Good
Rowton,2024-12-17T13:00:00,60.94,Unchecked
Itteringham 2,2024-12-17T14:03:00,31.16,Good
Aughton Cliffs Farm,2024-12-18T09:20:00,17.86,Good
Winchester Guildhall,2024-12-18T10:18:00,33.63,Good
Kemps Drift,2024-12-18T11:45:00,11.55,Good
Rowton,2024-12-18T12:24:00,60.94,Unchecked
Crudwell,2024-12-19T09:25:00,92.76,Good
Thames Head,2024-12-19T09:59:00,101.5,Good
Whitworth Hall,2024-12-19T10:45:00,54.85,Good
Hursley,2024-12-19T13:00:00,41.82,Good
Mayhouse Farm,2024-12-19T13:52:00,36.98,Unchecked
West Cowick,2024-12-20T09:55:00,5.486,Good
Sherburn Quarry 3,2024-12-20T12:26:00,17.458,Good
Old Hall,2024-12-20T12:42:00,39.39,Good
Myddlewood,2024-12-23T09:40:00,61.59,Unchecked
Blowing Stone Cottage,2024-12-23T10:41:00,118.95,Good
Royalty Farm,2024-12-23T13:40:00,44.6,Good
Jackaments Bottom,2024-12-30T12:30:00,102.646,Good
Thames Head,2025-01-02T09:17:00,100.92,Good
Grange Farm West Wratting,2025-01-02T09:59:00,66.29,Good
Old Mill Farm B,2025-01-02T11:21:00,12.847,Good
Old Mill Farm T,2025-01-02T11:39:00,12.93,Good
Mill Road,2025-01-02T11:48:00,18.44,Suspect
North Plantation,2025-01-02T11:50:00,59.85,Good
Chalton,2025-01-02T12:00:00,44.81,Good
Wested Farm,2025-01-02T12:51:00,43.38,Good
Jevington,2025-01-02T13:30:00,37.61,Good
Berwick Bassett,2025-01-02T15:46:00,162.289,Good
Ponyfield,2025-01-03T09:21:00,-1.41,Good
Main Road Croxton,2025-01-03T12:26:00,13.49,Good
Croxton Heath,2025-01-06T11:54:00,29.06,Suspect
Rats Pen Lane Chalk,2025-01-06T12:04:00,7.95,Good
Crudwell,2025-01-06T14:48:00,92.53,Good
East Leake,2025-01-07T10:51:00,29.96,Good
Tollgate,2025-01-07T10:52:00,10.79,Good
Cockley Cley Copse,2025-01-07T11:18:00,21.5,Good
Pickworth,2025-01-07T12:30:00,32.31,Good
Sproxton,2025-01-07T14:44:00,46.818,Good
Walcot,2025-01-08T09:47:00,18.03,Good
Caldecote Farm,2025-01-08T12:07:00,7.545,Good
Plucks Gutter,2025-01-08T12:53:00,1.27,Good
Lynstead,2025-01-09T10:59:00,19.013,Good
Blowing Stone Cottage,2025-01-10T13:14:00,118.51,Good
Hyde Cottages Risby,2025-01-10T13:16:00,28.59,Good
Spoondell,2025-01-14T14:25:00,134.08,Good
Berwick Bassett,2025-01-15T14:59:00,163.039,Good
Trowley Bottom Farm,2025-01-16T11:20:00,109.93,Good
Slough Farm,2025-01-17T08:36:00,3.36,Good
Whitworth Hall,2025-01-17T12:53:00,54.8,Good
Hungerdowns Farm,2025-01-17T13:27:00,32.92,Good
Frome,2025-01-20T10:11:00,55.89,Good
Upavaon Shallow,2025-01-20T14:14:00,90.83,Good
West Cowick,2025-01-21T10:29:00,5.831,Good
Lydeards Hill,2025-01-22T10:17:00,325.68,Good
Pipe Green,2025-01-22T12:19:00,81.31,Unchecked
Black Hall Farm,2025-01-22T14:08:00,106.41,Unchecked
Winchester Guildhall,2025-01-23T10:05:00,33.62,Good
Marlston Farm,2025-01-23T11:35:00,70.947,Good
Wrelton Paddock,2025-01-23T12:01:00,31.66,Good
Myddlewood,2025-01-27T09:50:00,62.13,Unchecked
Ingleby,2025-01-28T09:21:00,45.92,Good
Sutton Top Field Spinney,2025-01-28T11:26:00,15.75,Good
Sutton Heath Road,2025-01-28T11:27:00,19.15,Good
Hambleton,2025-01-28T12:49:00,5.53,Good
Sherburn Quarry 3,2025-01-28T14:04:00,17.358,Good
Hornsea,2025-01-29T10:23:00,17.74,Good
Woore,2025-01-29T13:37:00,136.805,Unchecked
Old Hall,2025-01-29T14:22:00,40.02,Good
Kemps Drift,2025-01-30T13:37:00,11.56,Good
Amotherby,2025-01-31T11:39:00,19.37,Good
